#################################################################################
#
# This file is used for mapping newbase identifiers to FMI identifiers. Notice
# that this file is created for special purposes. It assumes that each Newbase
# parameter name have exactly same FMI parameter name. This means that we can
# do mappings without any unit conversions.
#
# Add the name of this file into the "grid-files.conf" file so that the programs 
# can find it.
#
# FIELDS:
# 1) FmiParameterId/FmiParameterName
# 2) NewbaseParameterId/NewbaseParameterName
# 3) ConversionFunction
# 4) ReverseConversionFunction
#
#################################################################################

atmosphere_mass_of_carbon_dioxide;atmosphere_mass_of_carbon_dioxide;;;
atmosphere_mass_per_unit_area;atmosphere_mass_per_unit_area;;;
atmosphere_mole_content_of_ozone;atmosphere_mole_content_of_ozone;;;
atmosphere_moles_of_acetic_acid;atmosphere_moles_of_acetic_acid;;;
atmosphere_moles_of_aceto_nitrile;atmosphere_moles_of_aceto_nitrile;;;
atmosphere_moles_of_alpha_hexachlorocyclohexane;atmosphere_moles_of_alpha_hexachlorocyclohexane;;;
atmosphere_moles_of_alpha_pinene;atmosphere_moles_of_alpha_pinene;;;
atmosphere_moles_of_ammonia;atmosphere_moles_of_ammonia;;;
atmosphere_moles_of_anthropogenic_nmvoc_expressed_as_carbon;atmosphere_moles_of_anthropogenic_nmvoc_expressed_as_carbon;;;
atmosphere_moles_of_atomic_bromine;atmosphere_moles_of_atomic_bromine;;;
atmosphere_moles_of_atomic_chlorine;atmosphere_moles_of_atomic_chlorine;;;
atmosphere_moles_of_atomic_nitrogen;atmosphere_moles_of_atomic_nitrogen;;;
atmosphere_moles_of_benzene;atmosphere_moles_of_benzene;;;
atmosphere_moles_of_beta_pinene;atmosphere_moles_of_beta_pinene;;;
atmosphere_moles_of_biogenic_nmvoc_expressed_as_carbon;atmosphere_moles_of_biogenic_nmvoc_expressed_as_carbon;;;
atmosphere_moles_of_bromine_chloride;atmosphere_moles_of_bromine_chloride;;;
atmosphere_moles_of_bromine_monoxide;atmosphere_moles_of_bromine_monoxide;;;
atmosphere_moles_of_bromine_nitrate;atmosphere_moles_of_bromine_nitrate;;;
atmosphere_moles_of_brox_expressed_as_bromine;atmosphere_moles_of_brox_expressed_as_bromine;;;
atmosphere_moles_of_butane;atmosphere_moles_of_butane;;;
atmosphere_moles_of_carbon_dioxide;atmosphere_moles_of_carbon_dioxide;;;
atmosphere_moles_of_carbon_monoxide;atmosphere_moles_of_carbon_monoxide;;;
atmosphere_moles_of_carbon_tetrachloride;atmosphere_moles_of_carbon_tetrachloride;;;
atmosphere_moles_of_cfc11;atmosphere_moles_of_cfc11;;;
atmosphere_moles_of_cfc113;atmosphere_moles_of_cfc113;;;
atmosphere_moles_of_cfc113a;atmosphere_moles_of_cfc113a;;;
atmosphere_moles_of_cfc114;atmosphere_moles_of_cfc114;;;
atmosphere_moles_of_cfc115;atmosphere_moles_of_cfc115;;;
atmosphere_moles_of_cfc12;atmosphere_moles_of_cfc12;;;
atmosphere_moles_of_chlorine_dioxide;atmosphere_moles_of_chlorine_dioxide;;;
atmosphere_moles_of_chlorine_monoxide;atmosphere_moles_of_chlorine_monoxide;;;
atmosphere_moles_of_chlorine_nitrate;atmosphere_moles_of_chlorine_nitrate;;;
atmosphere_moles_of_clox_expressed_as_chlorine;atmosphere_moles_of_clox_expressed_as_chlorine;;;
atmosphere_moles_of_dichlorine_peroxide;atmosphere_moles_of_dichlorine_peroxide;;;
atmosphere_moles_of_dimethyl_sulfide;atmosphere_moles_of_dimethyl_sulfide;;;
atmosphere_moles_of_dinitrogen_pentoxide;atmosphere_moles_of_dinitrogen_pentoxide;;;
atmosphere_moles_of_ethane;atmosphere_moles_of_ethane;;;
atmosphere_moles_of_ethanol;atmosphere_moles_of_ethanol;;;
atmosphere_moles_of_ethene;atmosphere_moles_of_ethene;;;
atmosphere_moles_of_ethyne;atmosphere_moles_of_ethyne;;;
atmosphere_moles_of_formaldehyde;atmosphere_moles_of_formaldehyde;;;
atmosphere_moles_of_formic_acid;atmosphere_moles_of_formic_acid;;;
atmosphere_moles_of_gaseous_divalent_mercury;atmosphere_moles_of_gaseous_divalent_mercury;;;
atmosphere_moles_of_gaseous_elemental_mercury;atmosphere_moles_of_gaseous_elemental_mercury;;;
atmosphere_moles_of_halon1202;atmosphere_moles_of_halon1202;;;
atmosphere_moles_of_halon1211;atmosphere_moles_of_halon1211;;;
atmosphere_moles_of_halon1301;atmosphere_moles_of_halon1301;;;
atmosphere_moles_of_halon2402;atmosphere_moles_of_halon2402;;;
atmosphere_moles_of_hcc140a;atmosphere_moles_of_hcc140a;;;
atmosphere_moles_of_hcfc141b;atmosphere_moles_of_hcfc141b;;;
atmosphere_moles_of_hcfc142b;atmosphere_moles_of_hcfc142b;;;
atmosphere_moles_of_hcfc22;atmosphere_moles_of_hcfc22;;;
atmosphere_moles_of_hexachlorobiphenyl;atmosphere_moles_of_hexachlorobiphenyl;;;
atmosphere_moles_of_hox_expressed_as_hydrogen;atmosphere_moles_of_hox_expressed_as_hydrogen;;;
atmosphere_moles_of_hydrogen_bromide;atmosphere_moles_of_hydrogen_bromide;;;
atmosphere_moles_of_hydrogen_chloride;atmosphere_moles_of_hydrogen_chloride;;;
atmosphere_moles_of_hydrogen_cyanide;atmosphere_moles_of_hydrogen_cyanide;;;
atmosphere_moles_of_hydrogen_peroxide;atmosphere_moles_of_hydrogen_peroxide;;;
atmosphere_moles_of_hydroperoxyl_radical;atmosphere_moles_of_hydroperoxyl_radical;;;
atmosphere_moles_of_hydroxyl_radical;atmosphere_moles_of_hydroxyl_radical;;;
atmosphere_moles_of_hypobromous_acid;atmosphere_moles_of_hypobromous_acid;;;
atmosphere_moles_of_hypochlorous_acid;atmosphere_moles_of_hypochlorous_acid;;;
atmosphere_moles_of_inorganic_bromine;atmosphere_moles_of_inorganic_bromine;;;
atmosphere_moles_of_inorganic_chlorine;atmosphere_moles_of_inorganic_chlorine;;;
atmosphere_moles_of_isoprene;atmosphere_moles_of_isoprene;;;
atmosphere_moles_of_limonene;atmosphere_moles_of_limonene;;;
atmosphere_moles_of_methane;atmosphere_moles_of_methane;;;
atmosphere_moles_of_methanol;atmosphere_moles_of_methanol;;;
atmosphere_moles_of_methyl_bromide;atmosphere_moles_of_methyl_bromide;;;
atmosphere_moles_of_methyl_chloride;atmosphere_moles_of_methyl_chloride;;;
atmosphere_moles_of_methyl_hydroperoxide;atmosphere_moles_of_methyl_hydroperoxide;;;
atmosphere_moles_of_methyl_peroxy_radical;atmosphere_moles_of_methyl_peroxy_radical;;;
atmosphere_moles_of_molecular_hydrogen;atmosphere_moles_of_molecular_hydrogen;;;
atmosphere_moles_of_nitrate_radical;atmosphere_moles_of_nitrate_radical;;;
atmosphere_moles_of_nitric_acid;atmosphere_moles_of_nitric_acid;;;
atmosphere_moles_of_nitric_acid_trihydrate_ambient_aerosol_particles;atmosphere_moles_of_nitric_acid_trihydrate_ambient_aerosol_particles;;;
atmosphere_moles_of_nitrogen_dioxide;atmosphere_moles_of_nitrogen_dioxide;;;
atmosphere_moles_of_nitrogen_monoxide;atmosphere_moles_of_nitrogen_monoxide;;;
atmosphere_moles_of_nitrous_acid;atmosphere_moles_of_nitrous_acid;;;
atmosphere_moles_of_nitrous_oxide;atmosphere_moles_of_nitrous_oxide;;;
atmosphere_moles_of_nmvoc_expressed_as_carbon;atmosphere_moles_of_nmvoc_expressed_as_carbon;;;
atmosphere_moles_of_nox_expressed_as_nitrogen;atmosphere_moles_of_nox_expressed_as_nitrogen;;;
atmosphere_moles_of_noy_expressed_as_nitrogen;atmosphere_moles_of_noy_expressed_as_nitrogen;;;
atmosphere_moles_of_ozone;atmosphere_moles_of_ozone;;;
atmosphere_moles_of_peroxyacetyl_nitrate;atmosphere_moles_of_peroxyacetyl_nitrate;;;
atmosphere_moles_of_peroxynitric_acid;atmosphere_moles_of_peroxynitric_acid;;;
atmosphere_moles_of_propane;atmosphere_moles_of_propane;;;
atmosphere_moles_of_propene;atmosphere_moles_of_propene;;;
atmosphere_moles_of_radon;atmosphere_moles_of_radon;;;
atmosphere_moles_of_sulfur_dioxide;atmosphere_moles_of_sulfur_dioxide;;;
atmosphere_moles_of_toluene;atmosphere_moles_of_toluene;;;
atmosphere_moles_of_water_vapor;atmosphere_moles_of_water_vapor;;;
atmosphere_moles_of_xylene;atmosphere_moles_of_xylene;;;
atmosphere_momentum_diffusivity;atmosphere_momentum_diffusivity;;;
atmosphere_net_rate_of_absorption_of_longwave_energy;atmosphere_net_rate_of_absorption_of_longwave_energy;;;
atmosphere_net_rate_of_absorption_of_shortwave_energy;atmosphere_net_rate_of_absorption_of_shortwave_energy;;;
atmosphere_net_upward_convective_mass_flux;atmosphere_net_upward_convective_mass_flux;;;
atmosphere_net_upward_deep_convective_mass_flux;atmosphere_net_upward_deep_convective_mass_flux;;;
atmosphere_net_upward_shallow_convective_mass_flux;atmosphere_net_upward_shallow_convective_mass_flux;;;
atmosphere_northward_stress_due_to_gravity_wave_drag;atmosphere_northward_stress_due_to_gravity_wave_drag;;;
atmosphere_number_content_of_aerosol_particles;atmosphere_number_content_of_aerosol_particles;;;
atmosphere_number_content_of_cloud_droplets;atmosphere_number_content_of_cloud_droplets;;;
atmosphere_number_content_of_ice_crystals;atmosphere_number_content_of_ice_crystals;;;
atmosphere_optical_thickness_due_to_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_ambient_aerosol_particles;;;
atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_ammonium_ambient_aerosol_particles;;;
atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol;atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol;;;
atmosphere_optical_thickness_due_to_cloud;atmosphere_optical_thickness_due_to_cloud;;;
atmosphere_optical_thickness_due_to_convective_cloud;atmosphere_optical_thickness_due_to_convective_cloud;;;
atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_dust_ambient_aerosol_particles;;;
atmosphere_optical_thickness_due_to_dust_dry_aerosol_particles;atmosphere_optical_thickness_due_to_dust_dry_aerosol_particles;;;
atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_nitrate_ambient_aerosol_particles;;;
atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles;;;
atmosphere_optical_thickness_due_to_pm10_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_pm10_ambient_aerosol_particles;;;
atmosphere_optical_thickness_due_to_pm1_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_pm1_ambient_aerosol_particles;;;
atmosphere_optical_thickness_due_to_pm2p5_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_pm2p5_ambient_aerosol_particles;;;
atmosphere_optical_thickness_due_to_sea_salt_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_sea_salt_ambient_aerosol_particles;;;
atmosphere_optical_thickness_due_to_stratiform_cloud;atmosphere_optical_thickness_due_to_stratiform_cloud;;;
atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol_particles;;;
atmosphere_optical_thickness_due_to_water_in_ambient_aerosol_particles;atmosphere_optical_thickness_due_to_water_in_ambient_aerosol_particles;;;
atmosphere_potential_energy_content;atmosphere_potential_energy_content;;;
atmosphere_relative_vorticity;atmosphere_relative_vorticity;;;
atmosphere_sigma_coordinate;atmosphere_sigma_coordinate;;;
atmosphere_sleve_coordinate;atmosphere_sleve_coordinate;;;
atmosphere_stability_k_index;atmosphere_stability_k_index;;;
atmosphere_stability_showalter_index;atmosphere_stability_showalter_index;;;
atmosphere_stability_total_totals_index;atmosphere_stability_total_totals_index;;;
atmosphere_updraft_convective_mass_flux;atmosphere_updraft_convective_mass_flux;;;
automated_tropical_cyclone_forecasting_system_storm_identifier;automated_tropical_cyclone_forecasting_system_storm_identifier;;;
backscattering_ratio;backscattering_ratio;;;
baroclinic_eastward_sea_water_velocity;baroclinic_eastward_sea_water_velocity;;;
baroclinic_northward_sea_water_velocity;baroclinic_northward_sea_water_velocity;;;
barometric_altitude;barometric_altitude;;;
barotropic_eastward_sea_water_velocity;barotropic_eastward_sea_water_velocity;;;
barotropic_northward_sea_water_velocity;barotropic_northward_sea_water_velocity;;;
barotropic_sea_water_x_velocity;barotropic_sea_water_x_velocity;;;
barotropic_sea_water_y_velocity;barotropic_sea_water_y_velocity;;;
baseflow_amount;baseflow_amount;;;
beaufort_wind_force;beaufort_wind_force;;;
bedrock_altitude;bedrock_altitude;;;
bedrock_altitude_change_due_to_isostatic_adjustment;bedrock_altitude_change_due_to_isostatic_adjustment;;;
bioluminescent_photon_rate_in_sea_water;bioluminescent_photon_rate_in_sea_water;;;
biomass_burning_carbon_flux;biomass_burning_carbon_flux;;;
bolus_eastward_sea_water_velocity;bolus_eastward_sea_water_velocity;;;
bolus_northward_sea_water_velocity;bolus_northward_sea_water_velocity;;;
bolus_sea_water_x_velocity;bolus_sea_water_x_velocity;;;
bolus_sea_water_y_velocity;bolus_sea_water_y_velocity;;;
bolus_upward_sea_water_velocity;bolus_upward_sea_water_velocity;;;
brightness_temperature;brightness_temperature;;;
brightness_temperature_anomaly;brightness_temperature_anomaly;;;
brightness_temperature_at_cloud_top;brightness_temperature_at_cloud_top;;;
brunt_vaisala_frequency_in_air;brunt_vaisala_frequency_in_air;;;
burned_area;burned_area;;;
burned_area_fraction;burned_area_fraction;;;
canopy_and_surface_water_amount;canopy_and_surface_water_amount;;;
canopy_height;canopy_height;;;
canopy_resistance_to_ozone_dry_deposition;canopy_resistance_to_ozone_dry_deposition;;;
canopy_temperature;canopy_temperature;;;
canopy_throughfall_flux;canopy_throughfall_flux;;;
canopy_water_amount;canopy_water_amount;;;
carbon_content_of_forestry_and_agricultural_products;carbon_content_of_forestry_and_agricultural_products;;;
carbon_mass_flux_into_forestry_and_agricultural_products_due_to_anthropogenic_land_use_or_land_cover_change;carbon_mass_flux_into_forestry_and_agricultural_products_due_to_anthropogenic_land_use_or_land_cover_change;;;
carbon_mass_flux_into_soil_and_litter_due_to_anthropogenic_land_use_or_land_cover_change;carbon_mass_flux_into_soil_and_litter_due_to_anthropogenic_land_use_or_land_cover_change;;;
carbon_mass_flux_into_soil_from_litter;carbon_mass_flux_into_soil_from_litter;;;
carbon_mass_flux_into_soil_from_vegetation_excluding_litter;carbon_mass_flux_into_soil_from_vegetation_excluding_litter;;;
cell_area;cell_area;;;
cell_thickness;cell_thickness;;;
change_in_atmosphere_energy_content_due_to_change_in_sigma_coordinate_wrt_surface_pressure;change_in_atmosphere_energy_content_due_to_change_in_sigma_coordinate_wrt_surface_pressure;;;
change_in_energy_content_of_atmosphere_layer_due_to_change_in_sigma_coordinate_wrt_surface_pressure;change_in_energy_content_of_atmosphere_layer_due_to_change_in_sigma_coordinate_wrt_surface_pressure;;;
change_in_land_ice_amount;change_in_land_ice_amount;;;
change_over_time_in_atmosphere_mass_content_of_water_due_to_advection;change_over_time_in_atmosphere_mass_content_of_water_due_to_advection;;;
change_over_time_in_sea_water_absolute_salinity;change_over_time_in_sea_water_absolute_salinity;;;
change_over_time_in_sea_water_conservative_temperature;change_over_time_in_sea_water_conservative_temperature;;;
change_over_time_in_sea_water_density;change_over_time_in_sea_water_density;;;
change_over_time_in_sea_water_neutral_density;change_over_time_in_sea_water_neutral_density;;;
change_over_time_in_sea_water_potential_density;change_over_time_in_sea_water_potential_density;;;
change_over_time_in_sea_water_potential_temperature;change_over_time_in_sea_water_potential_temperature;;;
change_over_time_in_sea_water_practical_salinity;change_over_time_in_sea_water_practical_salinity;;;
change_over_time_in_sea_water_preformed_salinity;change_over_time_in_sea_water_preformed_salinity;;;
change_over_time_in_sea_water_salinity;change_over_time_in_sea_water_salinity;;;
change_over_time_in_sea_water_specific_potential_enthalpy;change_over_time_in_sea_water_specific_potential_enthalpy;;;
change_over_time_in_sea_water_temperature;change_over_time_in_sea_water_temperature;;;
change_over_time_in_surface_snow_amount;change_over_time_in_surface_snow_amount;;;
clear_sky_area_fraction;clear_sky_area_fraction;;;
cloud_albedo;cloud_albedo;;;
cloud_area_fraction;cloud_area_fraction;;;
cloud_area_fraction_in_atmosphere_layer;cloud_area_fraction_in_atmosphere_layer;;;
cloud_base_altitude;cloud_base_altitude;;;
cloud_binary_mask;cloud_binary_mask;;;
cloud_ice_mixing_ratio;cloud_ice_mixing_ratio;;;
cloud_liquid_water_mixing_ratio;cloud_liquid_water_mixing_ratio;;;
cloud_top_altitude;cloud_top_altitude;;;
compressive_strength_of_sea_ice;compressive_strength_of_sea_ice;;;
concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate;concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate;;;
convection_time_fraction;convection_time_fraction;;;
convective_cloud_area_fraction;convective_cloud_area_fraction;;;
convective_cloud_area_fraction_in_atmosphere_layer;convective_cloud_area_fraction_in_atmosphere_layer;;;
convective_cloud_base_altitude;convective_cloud_base_altitude;;;
convective_cloud_base_height;convective_cloud_base_height;;;
convective_cloud_longwave_emissivity;convective_cloud_longwave_emissivity;;;
convective_cloud_top_altitude;convective_cloud_top_altitude;;;
convective_cloud_top_height;convective_cloud_top_height;;;
convective_precipitation_amount;convective_precipitation_amount;;;
convective_precipitation_flux;convective_precipitation_flux;;;
convective_precipitation_rate;convective_precipitation_rate;;;
convective_rainfall_amount;convective_rainfall_amount;;;
convective_rainfall_flux;convective_rainfall_flux;;;
convective_rainfall_rate;convective_rainfall_rate;;;
convective_snowfall_amount;convective_snowfall_amount;;;
convective_snowfall_flux;convective_snowfall_flux;;;
coriolis_parameter;coriolis_parameter;;;
correction_for_model_negative_specific_humidity;correction_for_model_negative_specific_humidity;;;
depth;depth;;;
depth_at_maximum_upward_derivative_of_sea_water_potential_temperature;depth_at_maximum_upward_derivative_of_sea_water_potential_temperature;;;
depth_at_shallowest_local_minimum_in_vertical_profile_of_mole_concentration_of_dissolved_molecular_oxygen_in_sea_water;depth_at_shallowest_local_minimum_in_vertical_profile_of_mole_concentration_of_dissolved_molecular_oxygen_in_sea_water;;;
depth_below_geoid;depth_below_geoid;;;
depth_below_sea_floor;depth_below_sea_floor;;;
depth_of_isosurface_of_sea_water_potential_temperature;depth_of_isosurface_of_sea_water_potential_temperature;;;
dew_point_depression;dew_point_depression;;;
dew_point_temperature;dew_point_temperature;;;
difference_of_air_pressure_from_model_reference;difference_of_air_pressure_from_model_reference;;;
diffuse_downwelling_shortwave_flux_in_air;diffuse_downwelling_shortwave_flux_in_air;;;
diffuse_downwelling_shortwave_flux_in_air_assuming_clear_sky;diffuse_downwelling_shortwave_flux_in_air_assuming_clear_sky;;;
dimensionless_exner_function;dimensionless_exner_function;;;
direct_downwelling_shortwave_flux_in_air;direct_downwelling_shortwave_flux_in_air;;;
direction_of_radial_vector_away_from_instrument;direction_of_radial_vector_away_from_instrument;;;
direction_of_sea_ice_displacement;direction_of_sea_ice_displacement;;;
direction_of_sea_ice_velocity;direction_of_sea_ice_velocity;;;
direction_of_sea_water_velocity;direction_of_sea_water_velocity;;;
distance_from_geocenter;distance_from_geocenter;;;
distance_from_sun;distance_from_sun;;;
distance_from_tropical_cyclone_center_to_leading_edge_of_displaced_convection;distance_from_tropical_cyclone_center_to_leading_edge_of_displaced_convection;;;
divergence_of_sea_ice_velocity;divergence_of_sea_ice_velocity;;;
divergence_of_wind;divergence_of_wind;;;
downward_air_velocity;downward_air_velocity;;;
downward_dry_static_energy_flux_due_to_diffusion;downward_dry_static_energy_flux_due_to_diffusion;;;
downward_eastward_momentum_flux_in_air;downward_eastward_momentum_flux_in_air;;;
downward_eastward_momentum_flux_in_air_due_to_diffusion;downward_eastward_momentum_flux_in_air_due_to_diffusion;;;
downward_eastward_stress_at_sea_ice_base;downward_eastward_stress_at_sea_ice_base;;;
downward_heat_flux_at_ground_level_in_snow;downward_heat_flux_at_ground_level_in_snow;;;
downward_heat_flux_at_ground_level_in_soil;downward_heat_flux_at_ground_level_in_soil;;;
downward_heat_flux_in_air;downward_heat_flux_in_air;;;
downward_heat_flux_in_floating_ice;downward_heat_flux_in_floating_ice;;;
downward_heat_flux_in_sea_ice;downward_heat_flux_in_sea_ice;;;
downward_heat_flux_in_soil;downward_heat_flux_in_soil;;;
downward_northward_momentum_flux_in_air;downward_northward_momentum_flux_in_air;;;
downward_northward_momentum_flux_in_air_due_to_diffusion;downward_northward_momentum_flux_in_air_due_to_diffusion;;;
downward_northward_stress_at_sea_ice_base;downward_northward_stress_at_sea_ice_base;;;
downward_sea_ice_basal_salt_flux;downward_sea_ice_basal_salt_flux;;;
downward_water_vapor_flux_in_air_due_to_diffusion;downward_water_vapor_flux_in_air_due_to_diffusion;;;
downward_x_stress_at_sea_ice_base;downward_x_stress_at_sea_ice_base;;;
downward_y_stress_at_sea_ice_base;downward_y_stress_at_sea_ice_base;;;
downwelling_longwave_flux_in_air;downwelling_longwave_flux_in_air;;;
downwelling_longwave_flux_in_air_assuming_clear_sky;downwelling_longwave_flux_in_air_assuming_clear_sky;;;
downwelling_longwave_radiance_in_air;downwelling_longwave_radiance_in_air;;;
downwelling_photon_flux_in_sea_water;downwelling_photon_flux_in_sea_water;;;
downwelling_photon_flux_per_unit_wavelength_in_sea_water;downwelling_photon_flux_per_unit_wavelength_in_sea_water;;;
downwelling_photon_radiance_in_sea_water;downwelling_photon_radiance_in_sea_water;;;
downwelling_photon_radiance_per_unit_wavelength_in_sea_water;downwelling_photon_radiance_per_unit_wavelength_in_sea_water;;;
downwelling_photon_spherical_irradiance_in_sea_water;downwelling_photon_spherical_irradiance_in_sea_water;;;
downwelling_photon_spherical_irradiance_per_unit_wavelength_in_sea_water;downwelling_photon_spherical_irradiance_per_unit_wavelength_in_sea_water;;;
downwelling_photosynthetic_photon_flux_in_sea_water;downwelling_photosynthetic_photon_flux_in_sea_water;;;
downwelling_photosynthetic_photon_radiance_in_sea_water;downwelling_photosynthetic_photon_radiance_in_sea_water;;;
downwelling_photosynthetic_photon_spherical_irradiance_in_sea_water;downwelling_photosynthetic_photon_spherical_irradiance_in_sea_water;;;
downwelling_photosynthetic_radiance_in_sea_water;downwelling_photosynthetic_radiance_in_sea_water;;;
downwelling_photosynthetic_radiative_flux_in_sea_water;downwelling_photosynthetic_radiative_flux_in_sea_water;;;
downwelling_photosynthetic_spherical_irradiance_in_sea_water;downwelling_photosynthetic_spherical_irradiance_in_sea_water;;;
downwelling_radiance_in_sea_water;downwelling_radiance_in_sea_water;;;
downwelling_radiance_per_unit_wavelength_in_air;downwelling_radiance_per_unit_wavelength_in_air;;;
downwelling_radiance_per_unit_wavelength_in_sea_water;downwelling_radiance_per_unit_wavelength_in_sea_water;;;
downwelling_radiative_flux_in_sea_water;downwelling_radiative_flux_in_sea_water;;;
downwelling_radiative_flux_per_unit_wavelength_in_air;downwelling_radiative_flux_per_unit_wavelength_in_air;;;
downwelling_radiative_flux_per_unit_wavelength_in_sea_water;downwelling_radiative_flux_per_unit_wavelength_in_sea_water;;;
downwelling_shortwave_flux_in_air;downwelling_shortwave_flux_in_air;;;
downwelling_shortwave_flux_in_air_assuming_clear_sky;downwelling_shortwave_flux_in_air_assuming_clear_sky;;;
downwelling_shortwave_flux_in_sea_water;downwelling_shortwave_flux_in_sea_water;;;
downwelling_shortwave_radiance_in_air;downwelling_shortwave_radiance_in_air;;;
downwelling_spherical_irradiance_in_sea_water;downwelling_spherical_irradiance_in_sea_water;;;
downwelling_spherical_irradiance_per_unit_wavelength_in_sea_water;downwelling_spherical_irradiance_per_unit_wavelength_in_sea_water;;;
dry_atmosphere_mole_fraction_of_carbon_dioxide;dry_atmosphere_mole_fraction_of_carbon_dioxide;;;
dry_atmosphere_mole_fraction_of_methane;dry_atmosphere_mole_fraction_of_methane;;;
dry_energy_content_of_atmosphere_layer;dry_energy_content_of_atmosphere_layer;;;
dry_static_energy_content_of_atmosphere_layer;dry_static_energy_content_of_atmosphere_layer;;;
duration_of_sunshine;duration_of_sunshine;;;
dvorak_tropical_cyclone_current_intensity_number;dvorak_tropical_cyclone_current_intensity_number;;;
dvorak_tropical_number;dvorak_tropical_number;;;
dynamic_tropopause_potential_temperature;dynamic_tropopause_potential_temperature;;;
eastward_atmosphere_dry_static_energy_transport_across_unit_distance;eastward_atmosphere_dry_static_energy_transport_across_unit_distance;;;
eastward_atmosphere_water_transport_across_unit_distance;eastward_atmosphere_water_transport_across_unit_distance;;;
eastward_atmosphere_water_vapor_transport_across_unit_distance;eastward_atmosphere_water_vapor_transport_across_unit_distance;;;
eastward_derivative_of_northward_sea_ice_velocity;eastward_derivative_of_northward_sea_ice_velocity;;;
eastward_flood_water_velocity;eastward_flood_water_velocity;;;
eastward_land_ice_velocity;eastward_land_ice_velocity;;;
eastward_mass_flux_of_air;eastward_mass_flux_of_air;;;
eastward_momentum_flux_correction;eastward_momentum_flux_correction;;;
eastward_sea_ice_displacement;eastward_sea_ice_displacement;;;
eastward_sea_ice_velocity;eastward_sea_ice_velocity;;;
eastward_sea_water_velocity;eastward_sea_water_velocity;;;
eastward_sea_water_velocity_assuming_no_tide;eastward_sea_water_velocity_assuming_no_tide;;;
eastward_transformed_eulerian_mean_air_velocity;eastward_transformed_eulerian_mean_air_velocity;;;
eastward_water_vapor_flux_in_air;eastward_water_vapor_flux_in_air;;;
eastward_water_vapor_transport_across_unit_distance_in_atmosphere_layer;eastward_water_vapor_transport_across_unit_distance_in_atmosphere_layer;;;
eastward_wind;eastward_wind;;;
eastward_wind_shear;eastward_wind_shear;;;
effective_radius_of_cloud_condensed_water_particles_at_cloud_top;effective_radius_of_cloud_condensed_water_particles_at_cloud_top;;;
effective_radius_of_cloud_liquid_water_particle;effective_radius_of_cloud_liquid_water_particle;;;
effective_radius_of_cloud_liquid_water_particle_at_liquid_water_cloud_top;effective_radius_of_cloud_liquid_water_particle_at_liquid_water_cloud_top;;;
effective_radius_of_convective_cloud_ice_particle;effective_radius_of_convective_cloud_ice_particle;;;
effective_radius_of_convective_cloud_liquid_water_particle;effective_radius_of_convective_cloud_liquid_water_particle;;;
effective_radius_of_convective_cloud_rain_particle;effective_radius_of_convective_cloud_rain_particle;;;
effective_radius_of_convective_cloud_snow_particle;effective_radius_of_convective_cloud_snow_particle;;;
effective_radius_of_stratiform_cloud_graupel_particle;effective_radius_of_stratiform_cloud_graupel_particle;;;
effective_radius_of_stratiform_cloud_ice_particle;effective_radius_of_stratiform_cloud_ice_particle;;;
effective_radius_of_stratiform_cloud_liquid_water_particle;effective_radius_of_stratiform_cloud_liquid_water_particle;;;
effective_radius_of_stratiform_cloud_rain_particle;effective_radius_of_stratiform_cloud_rain_particle;;;
effective_radius_of_stratiform_cloud_snow_particle;effective_radius_of_stratiform_cloud_snow_particle;;;
electrical_mobility_particle_diameter;electrical_mobility_particle_diameter;;;
enthalpy_content_of_atmosphere_layer;enthalpy_content_of_atmosphere_layer;;;
equilibrium_line_altitude;equilibrium_line_altitude;;;
equivalent_potential_temperature;equivalent_potential_temperature;;;
equivalent_pressure_of_atmosphere_ozone_content;equivalent_pressure_of_atmosphere_ozone_content;;;
equivalent_reflectivity_factor;equivalent_reflectivity_factor;;;
equivalent_temperature;equivalent_temperature;;;
equivalent_thickness_at_stp_of_atmosphere_ozone_content;equivalent_thickness_at_stp_of_atmosphere_ozone_content;;;
ertel_potential_vorticity;ertel_potential_vorticity;;;
fast_soil_pool_carbon_content;fast_soil_pool_carbon_content;;;
final_air_pressure_of_lifted_parcel;final_air_pressure_of_lifted_parcel;;;
fire_area;fire_area;;;
