################################################################################
#
# This file is an extension for the 'parameterDef_fmi.csv' file. In this file
# we are definining FMI parameters that have the same name as the newbase
# parameters. 
#
# This means that we can easily map Newbase parameters to FMI parameters without 
# any conversion. We can even ignore the "standard" FMI parameters and use only 
# these names. 

# However, it is good to realize that there are good reasons why we use FMI parameter
# names in the first place. The point is that we try to harmonize and simplify 
# the parameter identification. 
#
# For example, it does not make sense that we have different parameter names for 
# temperature on different levels (temperature,temperature-2m, temperature-10m, etc.). 
# On the other hand we should have different parameter names for parameters that are 
# using different units. For example, a temperature parameter expressed in Kelvins is 
# a different parameter than a temperature parameter expressed in Celsius. So, if
# we just request a temperature parameter, we could get the temperature value
# in Kelvins, Celsius, Fahrenheit, etc. if we do not specify also the parameter
# unit.
#  
# So, in spite of that we are able to define all kinds of FMI parameter names,
# we should use these names only "special cases". 
#
# FIELDS:
# 1) FmiParameterId
# 2) FmiParameterName
# 3) FmiParameterUnits
# 4) FmiParameterDescription
# 5) AreaInterpolationMethod
# 6) TimeInterpolationMethod
# 7) LevelInterpolationMethod
# 8) DefaultPrecision
#
#################################################################################
1000358;MaximumTemperature24h;;;1;1;1;;
1000359;MinimumTemperature24h;;;1;1;1;;
1000360;MaximumTemperature2m;;;1;1;1;;
1000361;MinimumTemperature2m;;;1;1;1;;
1000362;MinimumWind;;;1;1;1;;
1000363;Precipitation4h;;;1;1;1;;
1000364;CloudTopBrightnessTemperature;;;1;1;1;;
1000365;WaterVapourBrightnessTemperature;;;1;1;1;;
1000366;WaterVapourBrightnessTemperatureIncludingCloudCorrection;;;1;1;1;;
1000367;MaximumIcingIndex;;;1;1;1;;
1000368;CloudWaterReflectivity;;;1;1;1;;
1000370;SatoKierto;;;1;1;1;;
1000372;FrostProbability;;;1;1;1;;
1000373;SevereFrostProbability;;;1;1;1;;
1000378;ConvectiveSnowFallRate;;;1;1;1;;
1000379;LargeScaleSnowFallRate;;;1;1;1;;
1000380;ConvectiveAvailablePotentialEnergy;;;1;1;1;;
1000381;Roughness;;;1;1;1;;
1000382;StormRelativeHelicity;;;1;1;1;;
1000383;SurfaceRoughnessAtSea;;;1;1;1;;
1000384;IceConcentration;;;1;1;1;;
1000385;IceThickness;;;1;1;1;;
1000386;IceMinThickness;;;1;1;1;;
1000387;IceMaxThickness;;;1;1;1;;
1000388;IceDegreeOfRidging;;;1;1;1;;
1000389;IceSpeed;;;1;1;1;;
1000390;IceDirection;;;1;1;1;;
1000392;CanopyWater;;;1;1;1;;
1000393;GroundFrost;;;1;1;1;;
1000394;SurfaceTypeFraction;;;1;1;1;;
1000395;SoilType;;;1;1;1;;
