# This file is automatically generated by the 'radon2config' program. It is used for mapping FMI level
# identifier (defined in the Radon database) into the level identifiers used in GRIB1 files.
#
# Do not edit this file, because all changes will be overridden.
#
# FIELDS:
# 1) FmiLevelId
# 2) FmiProducerId
# 3) GeneratingProcessIdentifier
# 4) Centre
# 5) Grib1LevelIdentifier
#
1;34;201;34;1;
1;50;45;74;1;
1;51;160;78;1;
1;53;96;7;1;
1;103;103;86;1;
1;105;11;86;1;
1;107;107;86;1;
1;109;109;86;1;
1;111;111;86;1;
1;112;112;86;1;
1;114;114;86;1;
1;118;118;86;1;
1;130;128;98;1;
1;131;148;98;1;
1;134;148;98;1;
1;135;139;98;1;
1;150;150;86;1;
1;151;151;86;1;
1;152;152;86;1;
1;210;210;86;1;
1;230;230;86;1;
1;240;240;86;1;
1;241;241;86;1;
1;242;242;86;1;
1;250;250;86;1;
1;500;1;88;1;
1;1016;;;1;
1;2026;;;1;
1;2125;;;1;
1;2150;;;1;
1;2155;;;1;
1;2156;;;1;
1;2157;;;1;
1;2158;;;1;
1;2159;;;1;
1;2160;;;1;
1;2161;;;1;
2;1;1;86;100;
2;3;1;82;100;
2;4;40;251;100;
2;5;2;88;100;
2;50;45;74;100;
2;51;160;78;100;
2;53;96;7;100;
2;103;103;86;100;
2;107;107;86;100;
2;109;109;86;100;
2;111;111;86;100;
2;112;112;86;100;
2;114;114;86;100;
2;118;118;86;100;
2;130;128;98;100;
2;131;148;98;100;
2;150;150;86;100;
2;151;151;86;100;
2;199;3;86;100;
2;210;210;86;100;
2;230;230;86;100;
2;240;240;86;100;
2;250;250;86;100;
2;1016;;;100;
2;2026;;;100;
2;2125;;;100;
2;2150;;;100;
2;2155;;;100;
2;2156;;;100;
2;2157;;;100;
2;2158;;;100;
2;2159;;;100;
2;2160;;;100;
2;2161;;;100;
3;1;1;86;109;
3;3;1;82;109;
3;4;40;251;109;
3;111;111;86;109;
3;112;112;86;109;
3;114;114;86;109;
3;130;128;98;109;
3;131;148;98;109;
3;150;150;86;109;
3;151;151;86;109;
3;199;3;86;109;
3;210;210;86;109;
3;230;230;86;109;
3;240;240;86;109;
3;1016;;;109;
3;2026;;;109;
3;2125;;;109;
3;2150;;;109;
3;2155;;;109;
3;2156;;;109;
3;2157;;;109;
3;2158;;;109;
3;2159;;;109;
3;2160;;;109;
3;2161;;;109;
4;1;1;86;103;
4;3;1;82;103;
4;50;45;74;103;
4;51;160;78;103;
4;53;96;7;103;
4;103;103;86;103;
4;107;107;86;103;
4;109;109;86;103;
4;111;111;86;103;
4;112;112;86;103;
4;114;114;86;103;
4;118;118;86;103;
4;150;150;86;103;
4;151;151;86;103;
4;160;160;82;103;
4;199;3;86;103;
4;210;210;86;103;
4;230;230;86;103;
4;240;240;86;103;
4;1016;;;103;
4;2026;;;103;
4;2125;;;103;
4;2150;;;103;
4;2155;;;103;
4;2156;;;103;
4;2157;;;103;
4;2158;;;103;
4;2159;;;103;
4;2160;;;103;
4;2161;;;103;
5;1;1;86;8;
5;3;1;82;8;
5;4;40;251;8;
5;50;45;74;8;
5;51;160;78;8;
5;53;96;7;8;
5;103;103;86;8;
5;107;107;86;8;
5;109;109;86;8;
5;111;111;86;8;
5;112;112;86;8;
5;114;114;86;8;
5;118;118;86;8;
5;150;150;86;8;
5;151;151;86;8;
5;199;3;86;8;
5;210;210;86;8;
5;230;230;86;8;
5;240;240;86;8;
5;1016;;;8;
5;2026;;;8;
5;2125;;;8;
5;2150;;;8;
5;2155;;;8;
5;2156;;;8;
5;2157;;;8;
5;2158;;;8;
5;2159;;;8;
5;2160;;;8;
5;2161;;;8;
6;1;1;86;1;
6;1;1;86;105;
6;3;1;82;1;
6;3;1;82;105;
6;4;40;251;105;
6;5;2;88;105;
6;6;4;88;105;
6;10;40;233;105;
6;34;201;34;105;
6;49;49;74;105;
6;50;45;74;105;
6;51;160;78;105;
6;52;;;105;
6;53;96;7;105;
6;101;101;86;105;
6;102;102;86;105;
6;103;103;86;105;
6;105;11;86;105;
6;106;106;86;105;
6;107;107;86;105;
6;109;109;86;105;
6;111;111;86;105;
6;112;112;86;105;
6;113;;;105;
6;114;114;86;105;
6;116;116;86;105;
6;117;117;86;105;
6;118;118;86;105;
6;119;119;86;105;
6;120;120;86;105;
6;122;122;86;105;
6;131;148;98;105;
6;132;213;98;105;
6;133;113;98;105;
6;148;;;105;
6;149;149;88;105;
6;150;150;86;105;
6;151;151;86;105;
6;160;160;82;105;
6;199;3;86;105;
6;206;206;86;105;
6;210;210;86;105;
6;210;210;86;163;
6;230;230;86;105;
6;230;230;86;163;
6;240;240;86;105;
6;240;240;86;163;
6;242;242;86;105;
6;250;250;86;105;
6;301;;;105;
6;1016;;;105;
6;2026;;;105;
6;2125;;;105;
6;2150;;;105;
6;2155;;;105;
6;2156;;;105;
6;2157;;;105;
6;2158;;;105;
6;2159;;;105;
6;2160;;;105;
6;2161;;;105;
7;1;1;86;102;
7;3;1;82;102;
7;4;40;251;102;
7;4;40;251;103;
7;5;2;88;103;
7;6;4;88;103;
7;10;40;233;103;
7;50;45;74;102;
7;51;160;78;102;
7;53;96;7;102;
7;101;101;86;102;
7;102;102;86;102;
7;103;103;86;102;
7;106;106;86;102;
7;107;107;86;102;
7;109;109;86;102;
7;111;111;86;102;
7;112;112;86;102;
7;114;114;86;102;
7;116;116;86;102;
7;117;117;86;102;
7;118;118;86;102;
7;131;148;98;102;
7;132;213;98;102;
7;133;113;98;102;
