# This file is used for mapping grib identifiers to FMI identifiers.
#
# FIELDS:
# 1) FmiParameterId
# 2) GribParameterId
# 3) ConversionFunction
#

# Minimum temperature at 2m since previous post-processing
# MINT2M-C => UNKNOWN
#1;1000000000;

# Precipitation form
162;3017;
162;168;

# Relative Humidity in percents
# RH-PRCNT => Humidity
163;1000000013;
163;157;

# Cloud Symbol
# CLDSYM-N => CloudSymbol
164;1000000328;

# Wind speed in m/s
# FF-MS => WindSpeedMS
166;1000000021;
166;10;
166;207;

# Wind speed in m/s
# FF-MS => SoundingWindSpeed1500m
166;1000004774;

# Wind Direction in Degrees
# DD-D => WindDirection
169;1000000020;
169;3031;
169;20;

# U wind in m/s
# U-MS => WindUMS
171;1000000023;
171;131;
171;165;

# V wind in m/s
# V-MS => WindVMS
174;1000000024;
174;132;
174;166;

# Vertical Velocity in mm/s
# VV-MMS => VerticalVelocityMMS
175;1000000043;
175;135;

# Vertical Velocity in cb/s
# VV-CBS => UNKNOWN
#176;1000000000;

# Vertical Velocity in pa/s
# VV-PAS => VelocityPotential
177;1000000039;
177;135;

# Total precipitation
# RR-MM10 => PrecipitationAmount
178;1000000050;
178;228228;

# Total precipitation in kg/m2
# RR-KGM2 => PrecipitationAmount
179;1000000050;
179;228;
179;228228;

# Rain Symbol 2
# RRSYM2-N => UNKNOWN
#180;1000000000;

# Rain over the last 6 hours in mm
# RR-6-MM => Precipitation6h
181;1000000355;

# Rain over the last 12 hours in mm
# RR-12-MM => Precipitation12h
182;1000000356;
182;129162;

# Large Scale precipitation in 10ths of mm
# RRL-MM10 => PrecipitationLarge
183;1000000055;

# Large Scale precipitation in kg/m2
# RRL-KGM2 => PrecipitationLarge
184;1000000055;
184;3062;

# Convective precipitation in 10ths of mm
# RRC-MM10 => PrecipitationConv
185;1000000048;
185;500137;

# Convective precipitation in kg/m2
# RRC-KGM2 => PrecipitationConv
186;1000000048;

# Total Cloud Cover in %
# N-PRCNT => TotalCloudCover
187;1000000079;
187;228164;
187;6001;

# Stability index (-50 -> 50)
# KINDEX-N => KIndex
188;1000000080;

# Simple weather symbol fo HS and others
# HESSAA-N => WeatherSymbol3
189;1000000338;

# Precipitation Large Scale in m
# RRL-M => UNKNOWN
#191;1000000000;

# Precipitation Convective in m
# RRC-M => UNKNOWN
#192;1000000000;

# Precipitation Snow in meters
# RRS-M => UNKNOWN
#193;1000000000;

# Log Surface Pressure
# LNSP-N => LogNatOfPressure
194;1000000145;

# Geopotential Height
# ZH-GPM => GeopHeight
195;1000000002;
195;156;

# Low Cloud Amount
# NL-PRCNT => LowCloudCover
196;1000000273;
196;228164;
196;3073;

# Medium Cloud Amount
# NM-PRCNT => MediumCloudCover
197;1000000274;
197;228164;
197;3075;

# High Cloud Amount
# NH-PRCNT => HighCloudCover
198;1000000275;
198;228164;
198;3075;

# ALBEDO in %
# ALBEDO-PRCNT => UNKNOWN
#199;1000000000;

# Large Scale Precipitation rate in kg m-2
# RRRL-KGM2 => PrecipitationRateLarge
200;1000000200;
200;3062;

# Convective Precipitation rate in kg m-2
# RRRC-KGM2 => NEWBASE-PARAMETER[72]
201;1000000072;

# Convective Precipitation rate in kg m-2
# RRRC-KGM2 => PrecipitationRateConv
201;1000000201;

# Absolute Vorticity in HZ/10000
# ABSVO-HZ-5 => UNKNOWN
#202;1000000000;

# Absolute Vorticity in HZ
# ABSVO-HZ => VorticityAbsolute
203;1000000031;
203;3041;

# Front Symbol
# FRNTSYM-N => FrontSymbol
204;1000000333;

# Present Weather
# WW-N => UNKNOWN
#206;1000000000;

# Past Weather 1
# W1-N => UNKNOWN
#207;1000000000;
