# This file is automatically generated by the 'radon2config' program. It defines FMI parameters used
# in the Radon database.
#
# Do not edit this file, because all changes will be overridden.
#
# FIELDS:
# 1) FmiParameterId
# 2) NewbaseParameterId
# 3) ConversionFunction
#

# Minimum temperature at 2m since previous post-processing
# MINT2M-C => UNKNOWN
# SNRL-KGM2 => SnowWaterRatio
223;268;;

# Convective snowfall rate in mm/h
# SNRC-KGM2 => NEWBASE-PARAMETER[269]
224;269;;

# Probability of reaching wind gust speed of 30 m/s in EPS
# PROB-WG-4 => ProbabilityOfGustLimit4
225;586;MUL{$,100.000000}

# Probability of reaching wind gust speed of 35 m/s in EPS
# PROB-WG-5 => ProbabilityOfGustLimit5
226;587;MUL{$,100.000000}

# Probability of reaching wind speed of 17 m/s in EPS
# PROB-W-3 => ProbabilityOfWindLimit3
227;1023;MUL{$,100.000000}

# Probability of reaching wind speed of 21 m/s in EPS
# PROB-W-4 => ProbabilityOfWindLimit4
228;1024;MUL{$,100.000000}

# Probability of reaching wind speed of 25 m/s in EPS
# PROB-W-5 => ProbabilityOfWindLimit5
229;1025;MUL{$,100.000000}

# Probability of reaching wind speed of 30 m/s in EPS
# PROB-W-6 => ProbabilityOfWindLimit6
230;1026;MUL{$,100.000000}

# Probability of reaching temperature 25 C in EPS
# PROB-TW-1 => ProbabilityOfHeatLimit1
231;1041;MUL{$,100.000000}

# Probability of reaching temperature 27 C in EPS
# PROB-TW-2 => ProbabilityOfHeatLimit2
232;1042;MUL{$,100.000000}

# Probability of reaching temperature 30 C in EPS
# PROB-TW-3 => ProbabilityOfHeatLimit3
233;1043;MUL{$,100.000000}

# Probability of reaching CAPE value 50 in EPS
# PROB-CAPE-1 => ProbabilityOfCAPE1
234;1051;MUL{$,100.000000}

# Probability of reaching CAPE value 50 in EPS
# PROB-CAPE-1 => ProbabilityOfMUCAPELimit1
234;1318;MUL{$,100.000000}

# Probability of reaching CAPE value 50 in EPS
# PROB-CAPE-1 => ProbabilityOfMLCAPELimit1
234;1325;MUL{$,100.000000}

# Probability of reaching CAPE value 500 in EPS
# PROB-CAPE-2 => ProbabilityOfCAPE2
235;1052;;

# Probability of reaching CAPE value 500 in EPS
# PROB-CAPE-2 => ProbabilityOfCAPE2
235;1052;MUL{$,100.000000}

