# FIELDS:
# 1. Producer abbr
# 2. Producer name
# 3. Producer title
# 4. Producer desciption

SeaHeat-Monthly-RCP45long-RCP45-monthly-timmax;SeaHeat-Monthly-RCP45long-RCP45-monthly-timmax;SeaHeat-Monthly-RCP45long-RCP45-monthly-timmax-title;SeaHeat-Monthly-RCP45long-RCP45-monthly-timmax-description
SeaHeat-Monthly-RCP45long-RCP45-monthly-timmean;SeaHeat-Monthly-RCP45long-RCP45-monthly-timmean;SeaHeat-Monthly-RCP45long-RCP45-monthly-timmean-title;SeaHeat-Monthly-RCP45long-RCP45-monthly-timmean-description
SeaHeat-Monthly-RCP45long-RCP45-monthly-timmin;SeaHeat-Monthly-RCP45long-RCP45-monthly-timmin;SeaHeat-Monthly-RCP45long-RCP45-monthly-timmin-title;SeaHeat-Monthly-RCP45long-RCP45-monthly-timmin-description
SeaHeat-Monthly-RCP45long-RCP45-monthly-timpctl-10;SeaHeat-Monthly-RCP45long-RCP45-monthly-timpctl-10;SeaHeat-Monthly-RCP45long-RCP45-monthly-timpctl-10-title;SeaHeat-Monthly-RCP45long-RCP45-monthly-timpctl-10-description
SeaHeat-Monthly-RCP45long-RCP45-monthly-timpctl-90;SeaHeat-Monthly-RCP45long-RCP45-monthly-timpctl-90;SeaHeat-Monthly-RCP45long-RCP45-monthly-timpctl-90-title;SeaHeat-Monthly-RCP45long-RCP45-monthly-timpctl-90-description
SeaHeat-Monthly-RCP45long-RCP45-monthly-timstd;SeaHeat-Monthly-RCP45long-RCP45-monthly-timstd;SeaHeat-Monthly-RCP45long-RCP45-monthly-timstd-title;SeaHeat-Monthly-RCP45long-RCP45-monthly-timstd-description
SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmax;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmax;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmax-title;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmax-description
SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmean;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmean;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmean-title;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmean-description
SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmin;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmin;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmin-title;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timmin-description
SeaHeat-Monthly-RCP45mid-RCP45-monthly-timpctl-10;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timpctl-10;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timpctl-10-title;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timpctl-10-description
SeaHeat-Monthly-RCP45mid-RCP45-monthly-timpctl-90;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timpctl-90;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timpctl-90-title;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timpctl-90-description
SeaHeat-Monthly-RCP45mid-RCP45-monthly-timstd;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timstd;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timstd-title;SeaHeat-Monthly-RCP45mid-RCP45-monthly-timstd-description
SeaHeat-Monthly-RCP85long-RCP85-monthly-timmax;SeaHeat-Monthly-RCP85long-RCP85-monthly-timmax;SeaHeat-Monthly-RCP85long-RCP85-monthly-timmax-title;SeaHeat-Monthly-RCP85long-RCP85-monthly-timmax-description
SeaHeat-Monthly-RCP85long-RCP85-monthly-timmean;SeaHeat-Monthly-RCP85long-RCP85-monthly-timmean;SeaHeat-Monthly-RCP85long-RCP85-monthly-timmean-title;SeaHeat-Monthly-RCP85long-RCP85-monthly-timmean-description
SeaHeat-Monthly-RCP85long-RCP85-monthly-timmin;SeaHeat-Monthly-RCP85long-RCP85-monthly-timmin;SeaHeat-Monthly-RCP85long-RCP85-monthly-timmin-title;SeaHeat-Monthly-RCP85long-RCP85-monthly-timmin-description
SeaHeat-Monthly-RCP85long-RCP85-monthly-timpctl-10;SeaHeat-Monthly-RCP85long-RCP85-monthly-timpctl-10;SeaHeat-Monthly-RCP85long-RCP85-monthly-timpctl-10-title;SeaHeat-Monthly-RCP85long-RCP85-monthly-timpctl-10-description
SeaHeat-Monthly-RCP85long-RCP85-monthly-timpctl-90;SeaHeat-Monthly-RCP85long-RCP85-monthly-timpctl-90;SeaHeat-Monthly-RCP85long-RCP85-monthly-timpctl-90-title;SeaHeat-Monthly-RCP85long-RCP85-monthly-timpctl-90-description
SeaHeat-Monthly-RCP85long-RCP85-monthly-timstd;SeaHeat-Monthly-RCP85long-RCP85-monthly-timstd;SeaHeat-Monthly-RCP85long-RCP85-monthly-timstd-title;SeaHeat-Monthly-RCP85long-RCP85-monthly-timstd-description
SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmax;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmax;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmax-title;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmax-description
SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmean;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmean;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmean-title;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmean-description
SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmin;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmin;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmin-title;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timmin-description
SeaHeat-Monthly-RCP85mid-RCP85-monthly-timpctl-10;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timpctl-10;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timpctl-10-title;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timpctl-10-description
SeaHeat-Monthly-RCP85mid-RCP85-monthly-timpctl-90;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timpctl-90;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timpctl-90-title;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timpctl-90-description
SeaHeat-Monthly-RCP85mid-RCP85-monthly-timstd;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timstd;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timstd-title;SeaHeat-Monthly-RCP85mid-RCP85-monthly-timstd-description
SeaHeat-Monthly-monthly-timmax;SeaHeat-Monthly-monthly-timmax;SeaHeat-Monthly-monthly-timmax-title;SeaHeat-Monthly-monthly-timmax-description
SeaHeat-Monthly-monthly-timmean;SeaHeat-Monthly-monthly-timmean;SeaHeat-Monthly-monthly-timmean-title;SeaHeat-Monthly-monthly-timmean-description
SeaHeat-Monthly-monthly-timmin;SeaHeat-Monthly-monthly-timmin;SeaHeat-Monthly-monthly-timmin-title;SeaHeat-Monthly-monthly-timmin-description
SeaHeat-Monthly-monthly-timpctl-10;SeaHeat-Monthly-monthly-timpctl-10;SeaHeat-Monthly-monthly-timpctl-10-title;SeaHeat-Monthly-monthly-timpctl-10-description
SeaHeat-Monthly-monthly-timpctl-90;SeaHeat-Monthly-monthly-timpctl-90;SeaHeat-Monthly-monthly-timpctl-90-title;SeaHeat-Monthly-monthly-timpctl-90-description
SeaHeat-Monthly-monthly-timstd;SeaHeat-Monthly-monthly-timstd;SeaHeat-Monthly-monthly-timstd-title;SeaHeat-Monthly-monthly-timstd-description
